psalm,verse_number,text,compound_sentiment,clean_text,cluster,cluster_label
115,14,"May the Lord give you increase, both you and your children.",0.3182,may lord give increase children,4,Victory and Power
115,15,"May you be blessed by the Lord, who made heaven and earth.",0.802,may blessed lord made heaven earth,4,Victory and Power
115,16,"The heavens are the Lord’s heavens, but the earth he has given to human beings.",0.4019,heavens lord heavens earth given human beings,4,Victory and Power
115,17,"The dead do not praise the Lord, nor do any that go down into silence.",-0.8033,dead praise lord go silence,4,Victory and Power
115,18,But we will bless the Lord from this time on and forevermore. Praise the Lord!,0.8718,bless lord time forevermore praise lord,4,Victory and Power
116,1,"I love the Lord, because he has heard my voice and my supplications.",0.6369,love lord heard voice supplications,4,Victory and Power
116,2,"Because he inclined his ear to me, therefore I will call on him as long as I live.",0.0,inclined ear therefore call long live,1,Poetic Metaphors
116,3,The snares of death encompassed me; the pangs of Sheol laid hold on me; I suffered distress and anguish.,-0.9371,snares death encompassed pangs sheol laid hold suffered distress anguish,1,Poetic Metaphors
116,4,"Then I called on the name of the Lord: “O Lord, I pray, save my life!”",0.6996,called name lord lord pray save life,4,Victory and Power
116,5,"Gracious is the Lord, and righteous; our God is merciful.",0.6908,gracious lord righteous god merciful,4,Victory and Power
116,6,"The Lord protects the simple; when I was brought low, he saved me.",0.4588,lord protects simple brought low saved,4,Victory and Power
116,7,"Return, O my soul, to your rest, for the Lord has dealt bountifully with you.",0.0,return soul rest lord dealt bountifully,4,Victory and Power
116,8,"For you have delivered my soul from death, my eyes from tears, my feet from stumbling.",-0.7003,delivered soul death eyes tears feet stumbling,1,Poetic Metaphors
116,9,I walk before the Lord in the land of the living.,0.0,walk lord land living,4,Victory and Power
116,10,"I kept my faith, even when I said, “I am greatly afflicted”;",0.4215,kept faith even said greatly afflicted,0,Hopefulness
116,11,"I said in my consternation, “Everyone is a liar.”",0.0,said consternation everyone liar,3,Judgment & Righteousness
116,12,What shall I return to the Lord for all his bounty to me?,0.0,shall return lord bounty,4,Victory and Power
116,13,"I will lift up the cup of salvation and call on the name of the Lord,",0.0,lift cup salvation call name lord,4,Victory and Power
116,14,I will pay my vows to the Lord in the presence of all his people.,-0.1027,pay vows lord presence people,4,Victory and Power
116,15,Precious in the sight of the Lord is the death of his faithful ones.,0.4019,precious sight lord death faithful ones,0,Hopefulness
116,16,"O Lord, I am your servant; I am your servant, the child of your serving girl. You have loosed my bonds.",0.0,lord servant servant child serving girl loosed bonds,3,Judgment & Righteousness
116,17,I will offer to you a thanksgiving sacrifice and call on the name of the Lord.,0.0,offer thanksgiving sacrifice call name lord,4,Victory and Power
116,18,"I will pay my vows to the Lord in the presence of all his people,",-0.1027,pay vows lord presence people,4,Victory and Power
116,19,"in the courts of the house of the Lord, in your midst, O Jerusalem. Praise the Lord!",0.5983,courts house lord midst jerusalem praise lord,4,Victory and Power
117,1,"Praise the Lord, all you nations! Extol him, all you peoples!",0.6351,praise lord nations extol peoples,4,Victory and Power
117,2,"For great is his steadfast love toward us, and the faithfulness of the Lord endures forever. Praise the Lord!",0.9523,great steadfast love toward us faithfulness lord endures forever praise lord,0,Hopefulness
118,1,"O give thanks to the Lord, for he is good; his steadfast love endures forever!",0.906,give thanks lord good steadfast love endures forever,0,Hopefulness
118,2,"Let Israel say, “His steadfast love endures forever.”",0.7351,let israel say steadfast love endures forever,0,Hopefulness
118,3,"Let the house of Aaron say, “His steadfast love endures forever.”",0.7351,let house aaron say steadfast love endures forever,0,Hopefulness
118,4,"Let those who fear the Lord say, “His steadfast love endures forever.”",0.4588,let fear lord say steadfast love endures forever,0,Hopefulness
118,5,Out of my distress I called on the Lord; the Lord answered me and set me in a broad place.,-0.5267,distress called lord lord answered set broad place,4,Victory and Power
118,6,With the Lord on my side I do not fear. What can mortals do to me?,0.3875,lord side fear mortals,4,Victory and Power
118,7,The Lord is on my side to help me; I shall look in triumph on those who hate me.,0.2732,lord side help shall look triumph hate,4,Victory and Power
118,8,It is better to take refuge in the Lord than to put confidence in mortals.,0.7351,better take refuge lord put confidence mortals,4,Victory and Power
118,9,It is better to take refuge in the Lord than to put confidence in princes.,0.7351,better take refuge lord put confidence princes,4,Victory and Power
118,10,All nations surrounded me; in the name of the Lord I cut them off!,-0.3382,nations surrounded name lord cut,2,Protection and Authority
118,11,"They surrounded me, surrounded me on every side; in the name of the Lord I cut them off!",-0.3382,surrounded surrounded every side name lord cut,4,Victory and Power
118,12,They surrounded me like bees; they blazed like a fire of thorns; in the name of the Lord I cut them off!,0.2003,surrounded like bees blazed like fire thorns name lord cut,1,Poetic Metaphors
118,13,"I was pushed hard, so that I was falling, but the Lord helped me.",-0.128,pushed hard falling lord helped,4,Victory and Power
118,14,The Lord is my strength and my might; he has become my salvation.,0.4939,lord strength might become salvation,4,Victory and Power
118,15,There are glad songs of victory in the tents of the righteous: “The right hand of the Lord does valiantly;,0.7351,glad songs victory tents righteous right hand lord valiantly,4,Victory and Power
118,16,the right hand of the Lord is exalted; the right hand of the Lord does valiantly.”,0.7506,right hand lord exalted right hand lord valiantly,4,Victory and Power
118,17,"I shall not die, but I shall live, and recount the deeds of the Lord.",0.267,shall die shall live recount deeds lord,4,Victory and Power
118,18,"The Lord has punished me severely, but he did not give me over to death.",-0.8537,lord punished severely give death,4,Victory and Power
118,19,"Open to me the gates of righteousness, that I may enter through them and give thanks to the Lord.",0.4404,open gates righteousness may enter give thanks lord,4,Victory and Power
118,20,This is the gate of the Lord; the righteous shall enter through it.,0.0,gate lord righteous shall enter,4,Victory and Power
118,21,I thank you that you have answered me and have become my salvation.,0.3612,thank answered become salvation,0,Hopefulness
118,22,The stone that the builders rejected has become the chief cornerstone.,-0.5106,stone builders rejected become chief cornerstone,2,Protection and Authority
118,23,This is the Lord’s doing; it is marvelous in our eyes.,0.5994,lord marvelous eyes,4,Victory and Power
118,24,This is the day that the Lord has made; let us rejoice and be glad in it.,0.7096,day lord made let us rejoice glad,4,Victory and Power
118,25,"Save us, we beseech you, O Lord! O Lord, we beseech you, give us success!",0.8168,save us beseech lord lord beseech give us success,4,Victory and Power
118,26,Blessed is the one who comes in the name of the Lord. We bless you from the house of the Lord.,0.7717,blessed one comes name lord bless house lord,4,Victory and Power
118,27,"The Lord is God, and he has given us light. Bind the festal procession with branches, up to the horns of the altar.",0.2732,lord god given us light bind festal procession branches horns altar,4,Victory and Power
118,28,"You are my God, and I will give thanks to you; you are my God, I will extol you.",0.7269,god give thanks god extol,4,Victory and Power
118,29,"O give thanks to the Lord, for he is good, for his steadfast love endures forever.",0.9001,give thanks lord good steadfast love endures forever,0,Hopefulness
119,1,"Happy are those whose way is blameless, who walk in the law of the Lord.",0.6597,happy whose way blameless walk law lord,3,Judgment & Righteousness
119,2,"Happy are those who keep his decrees, who seek him with their whole heart,",0.836,happy keep decrees seek whole heart,0,Hopefulness
119,3,"who also do no wrong, but walk in his ways.",0.1967,also wrong walk ways,1,Poetic Metaphors
119,4,You have commanded your precepts to be kept diligently.,0.0,commanded precepts kept diligently,3,Judgment & Righteousness
119,5,O that my ways may be steadfast in keeping your statutes!,0.3164,ways may steadfast keeping statutes,3,Judgment & Righteousness
119,6,"Then I shall not be put to shame, having my eyes fixed on all your commandments.",-0.4767,shall put shame eyes fixed commandments,3,Judgment & Righteousness
119,7,"I will praise you with an upright heart, when I learn your righteous ordinances.",0.8316,praise upright heart learn righteous ordinances,0,Hopefulness
119,8,I will observe your statutes; do not utterly forsake me.,0.0,observe statutes utterly forsake,3,Judgment & Righteousness
119,9,How can young people keep their way pure? By guarding it according to your word.,0.0,young people keep way pure guarding according word,3,Judgment & Righteousness
119,10,With my whole heart I seek you; do not let me stray from your commandments.,0.6369,whole heart seek let stray commandments,0,Hopefulness
119,11,"I treasure your word in my heart, so that I may not sin against you.",0.8528,treasure word heart may sin,0,Hopefulness
119,12,"Blessed are you, O Lord; teach me your statutes.",0.5994,blessed lord teach statutes,4,Victory and Power
119,13,With my lips I declare all the ordinances of your mouth.,0.0,lips declare ordinances mouth,3,Judgment & Righteousness
119,14,I delight in the way of your decrees as much as in all riches.,0.8074,delight way decrees much riches,3,Judgment & Righteousness
119,15,"I will meditate on your precepts, and fix my eyes on your ways.",0.0,meditate precepts fix eyes ways,3,Judgment & Righteousness
119,16,I will delight in your statutes; I will not forget your word.,0.6774,delight statutes forget word,3,Judgment & Righteousness
119,17,"Deal bountifully with your servant, so that I may live and observe your word.",0.0,deal bountifully servant may live observe word,3,Judgment & Righteousness
119,18,"Open my eyes, so that I may behold wondrous things out of your law.",0.0,open eyes may behold wondrous things law,1,Poetic Metaphors
119,19,I live as an alien in the land; do not hide your commandments from me.,0.1326,live alien land hide commandments,3,Judgment & Righteousness
119,20,My soul is consumed with longing for your ordinances at all times.,-0.0258,soul consumed longing ordinances times,0,Hopefulness
119,21,"You rebuke the insolent, accursed ones, who wander from your commandments;",0.0,rebuke insolent accursed ones wander commandments,3,Judgment & Righteousness
119,22,"take away from me their scorn and contempt, for I have kept your decrees.",-0.7579,take away scorn contempt kept decrees,3,Judgment & Righteousness
119,23,"Even though princes sit plotting against me, your servant will meditate on your statutes.",0.0,even though princes sit plotting servant meditate statutes,3,Judgment & Righteousness
119,24,"Your decrees are my delight, they are my counselors.",0.5994,decrees delight counselors,3,Judgment & Righteousness
119,25,My soul clings to the dust; revive me according to your word.,0.34,soul clings dust revive according word,1,Poetic Metaphors
119,26,"When I told of my ways, you answered me; teach me your statutes.",0.0,told ways answered teach statutes,3,Judgment & Righteousness
119,27,"Make me understand the way of your precepts, and I will meditate on your wondrous works.",0.0,make understand way precepts meditate wondrous works,0,Hopefulness
119,28,My soul melts away for sorrow; strengthen me according to your word.,-0.2732,soul melts away sorrow strengthen according word,0,Hopefulness
119,29,Put false ways far from me; and graciously teach me your law.,0.5106,put false ways far graciously teach law,3,Judgment & Righteousness
119,30,I have chosen the way of faithfulness; I set your ordinances before me.,0.4404,chosen way faithfulness set ordinances,3,Judgment & Righteousness
119,31,"I cling to your decrees, O Lord; let me not be put to shame.",-0.4767,cling decrees lord let put shame,3,Judgment & Righteousness
119,32,"I run the way of your commandments, for you enlarge my understanding.",0.0,run way commandments enlarge understanding,3,Judgment & Righteousness
119,33,"Teach me, O Lord, the way of your statutes, and I will observe it to the end.",0.0,teach lord way statutes observe end,4,Victory and Power
119,34,"Give me understanding, that I may keep your law and observe it with my whole heart.",0.6369,give understanding may keep law observe whole heart,0,Hopefulness
119,35,"Lead me in the path of your commandments, for I delight in it.",0.5994,lead path commandments delight,3,Judgment & Righteousness
119,36,"Turn my heart to your decrees, and not to selfish gain.",0.6096,turn heart decrees selfish gain,0,Hopefulness
119,37,Turn my eyes from looking at vanities; give me life in your ways.,0.0,turn eyes looking vanities give life ways,1,Poetic Metaphors
119,38,"Confirm to your servant your promise, which is for those who fear you.",-0.2263,confirm servant promise fear,3,Judgment & Righteousness
119,39,"Turn away the disgrace that I dread, for your ordinances are good.",-0.5106,turn away disgrace dread ordinances good,3,Judgment & Righteousness
119,40,"See, I have longed for your precepts; in your righteousness give me life.",0.0,see longed precepts righteousness give life,0,Hopefulness
119,41,"Let your steadfast love come to me, O Lord, your salvation according to your promise.",0.8176,let steadfast love come lord salvation according promise,0,Hopefulness
119,42,"Then I shall have an answer for those who taunt me, for I trust in your word.",0.5106,shall answer taunt trust word,3,Judgment & Righteousness
119,43,"Do not take the word of truth utterly out of my mouth, for my hope is in your ordinances.",0.6369,take word truth utterly mouth hope ordinances,3,Judgment & Righteousness
119,44,"I will keep your law continually, forever and ever.",0.0,keep law continually forever ever,3,Judgment & Righteousness
119,45,"I shall walk at liberty, for I have sought your precepts.",0.5267,shall walk liberty sought precepts,3,Judgment & Righteousness
119,46,"I will also speak of your decrees before kings, and shall not be put to shame;",-0.4767,also speak decrees kings shall put shame,3,Judgment & Righteousness
119,47,"I find my delight in your commandments, because I love them.",0.8442,find delight commandments love,0,Hopefulness
119,48,"I revere your commandments, which I love, and I will meditate on your statutes.",0.6369,revere commandments love meditate statutes,0,Hopefulness
119,49,"Remember your word to your servant, in which you have made me hope.",0.4404,remember word servant made hope,0,Hopefulness
119,50,"This is my comfort in my distress, that your promise gives me life.",0.1027,comfort distress promise gives life,0,Hopefulness
119,51,"The arrogant utterly deride me, but I do not turn away from your law.",-0.4208,arrogant utterly deride turn away law,3,Judgment & Righteousness
119,52,"When I think of your ordinances from of old, I take comfort, O Lord.",0.3612,think ordinances old take comfort lord,3,Judgment & Righteousness
119,53,"Hot indignation seizes me because of the wicked, those who forsake your law.",-0.7783,hot indignation seizes wicked forsake law,3,Judgment & Righteousness
119,54,Your statutes have been my songs wherever I make my home.,0.0,statutes songs wherever make home,1,Poetic Metaphors
119,55,"I remember your name in the night, O Lord, and keep your law.",0.0,remember name night lord keep law,4,Victory and Power
119,56,"This blessing has fallen to me, for I have kept your precepts.",0.1779,blessing fallen kept precepts,0,Hopefulness
119,57,The Lord is my portion; I promise to keep your words.,0.3182,lord portion promise keep words,4,Victory and Power
119,58,I implore your favor with all my heart; be gracious to me according to your promise.,0.9153,implore favor heart gracious according promise,0,Hopefulness
119,59,"When I think of your ways, I turn my feet to your decrees;",0.0,think ways turn feet decrees,3,Judgment & Righteousness
119,60,I hurry and do not delay to keep your commandments.,0.2411,hurry delay keep commandments,0,Hopefulness
119,61,"Though the cords of the wicked ensnare me, I do not forget your law.",-0.4086,though cords wicked ensnare forget law,3,Judgment & Righteousness
119,62,"At midnight I rise to praise you, because of your righteous ordinances.",0.5574,midnight rise praise righteous ordinances,4,Victory and Power
119,63,"I am a companion of all who fear you, of those who keep your precepts.",-0.4939,companion fear keep precepts,0,Hopefulness
119,64,"The earth, O Lord, is full of your steadfast love; teach me your statutes.",0.7351,earth lord full steadfast love teach statutes,0,Hopefulness
119,65,"You have dealt well with your servant, O Lord, according to your word.",0.2732,dealt well servant lord according word,4,Victory and Power
119,66,"Teach me good judgment and knowledge, for I believe in your commandments.",0.4404,teach good judgment knowledge believe commandments,3,Judgment & Righteousness
119,67,"Before I was humbled I went astray, but now I keep your word.",0.0,humbled went astray keep word,3,Judgment & Righteousness
119,68,You are good and do good; teach me your statutes.,0.7003,good good teach statutes,3,Judgment & Righteousness
119,69,"The arrogant smear me with lies, but with my whole heart I keep your precepts.",0.4678,arrogant smear lies whole heart keep precepts,3,Judgment & Righteousness
119,70,"Their hearts are fat and gross, but I delight in your law.",0.7876,hearts fat gross delight law,0,Hopefulness
119,71,"It is good for me that I was humbled, so that I might learn your statutes.",0.4404,good humbled might learn statutes,3,Judgment & Righteousness
119,72,The law of your mouth is better to me than thousands of gold and silver pieces.,0.4404,law mouth better thousands gold silver pieces,3,Judgment & Righteousness
119,73,Your hands have made and fashioned me; give me understanding that I may learn your commandments.,0.0,hands made fashioned give understanding may learn commandments,3,Judgment & Righteousness
119,74,"Those who fear you shall see me and rejoice, because I have hoped in your word.",0.3182,fear shall see rejoice hoped word,0,Hopefulness
119,75,"I know, O Lord, that your judgments are right, and that in faithfulness you have humbled me.",0.4404,know lord judgments right faithfulness humbled,4,Victory and Power
119,76,Let your steadfast love become my comfort according to your promise to your servant.,0.875,let steadfast love become comfort according promise servant,0,Hopefulness
119,77,"Let your mercy come to me, that I may live; for your law is my delight.",0.7506,let mercy come may live law delight,0,Hopefulness
119,78,"Let the arrogant be put to shame, because they have subverted me with guile; as for me, I will meditate on your precepts.",-0.743,let arrogant put shame subverted guile meditate precepts,3,Judgment & Righteousness
119,79,"Let those who fear you turn to me, so that they may know your decrees.",-0.4939,let fear turn may know decrees,3,Judgment & Righteousness
119,80,"May my heart be blameless in your statutes, so that I may not be put to shame.",0.4215,may heart blameless statutes may put shame,3,Judgment & Righteousness
119,81,My soul languishes for your salvation; I hope in your word.,0.4404,soul languishes salvation hope word,0,Hopefulness
119,82,"My eyes fail with watching for your promise; I ask, “When will you comfort me?”",0.0772,eyes fail watching promise ask comfort,0,Hopefulness
119,83,"For I have become like a wineskin in the smoke, yet I have not forgotten your statutes.",0.4881,become like wineskin smoke yet forgotten statutes,3,Judgment & Righteousness
119,84,How long must your servant endure? When will you judge those who persecute me?,-0.5362,long must servant endure judge persecute,3,Judgment & Righteousness
119,85,The arrogant have dug pitfalls for me; they flout your law.,-0.4939,arrogant dug pitfalls flout law,3,Judgment & Righteousness
119,86,All your commandments are enduring; I am persecuted without cause; help me!,-0.5927,commandments enduring persecuted without cause help,3,Judgment & Righteousness
119,87,They have almost made an end of me on earth; but I have not forsaken your precepts.,0.0,almost made end earth forsaken precepts,3,Judgment & Righteousness
119,88,"In your steadfast love spare my life, so that I may keep the decrees of your mouth.",0.7351,steadfast love spare life may keep decrees mouth,0,Hopefulness
119,89,The Lord exists forever; your word is firmly fixed in heaven.,0.5106,lord exists forever word firmly fixed heaven,4,Victory and Power
119,90,"Your faithfulness endures to all generations; you have established the earth, and it stands fast.",0.4404,faithfulness endures generations established earth stands fast,0,Hopefulness
119,91,"By your appointment they stand today, for all things are your servants.",0.0,appointment stand today things servants,4,Victory and Power
119,92,"If your law had not been my delight, I would have perished in my misery.",-0.7812,law delight would perished misery,3,Judgment & Righteousness
119,93,"I will never forget your precepts, for by them you have given me life.",0.1695,never forget precepts given life,0,Hopefulness
119,94,"I am yours; save me, for I have sought your precepts.",0.4939,save sought precepts,0,Hopefulness
119,95,"The wicked lie in wait to destroy me, but I consider your decrees.",-0.5346,wicked lie wait destroy consider decrees,3,Judgment & Righteousness
119,96,"I have seen a limit to all perfection, but your commandment is exceedingly broad.",0.3291,seen limit perfection commandment exceedingly broad,3,Judgment & Righteousness
119,97,"Oh, how I love your law! It is my meditation all day long.",0.6696,oh love law meditation day long,0,Hopefulness
119,98,"Your commandment makes me wiser than my enemies, for it is always with me.",-0.25,commandment makes wiser enemies always,3,Judgment & Righteousness
119,99,"I have more understanding than all my teachers, for your decrees are my meditation.",0.0,understanding teachers decrees meditation,3,Judgment & Righteousness
119,100,"I understand more than the aged, for I keep your precepts.",0.0,understand aged keep precepts,0,Hopefulness
119,101,"I hold back my feet from every evil way, in order to keep your word.",-0.6597,hold back feet every evil way order keep word,3,Judgment & Righteousness
119,102,"I do not turn away from your ordinances, for you have taught me.",0.0,turn away ordinances taught,3,Judgment & Righteousness
119,103,"How sweet are your words to my taste, sweeter than honey to my mouth!",0.5093,sweet words taste sweeter honey mouth,1,Poetic Metaphors
119,104,Through your precepts I get understanding; therefore I hate every false way.,-0.5719,precepts get understanding therefore hate every false way,3,Judgment & Righteousness
119,105,Your word is a lamp to my feet and a light to my path.,0.0,word lamp feet light path,1,Poetic Metaphors
119,106,"I have sworn an oath and confirmed it, to observe your righteous ordinances.",0.0,sworn oath confirmed observe righteous ordinances,3,Judgment & Righteousness
119,107,"I am severely afflicted; give me life, O Lord, according to your word.",-0.6705,severely afflicted give life lord according word,4,Victory and Power
119,108,"Accept my offerings of praise, O Lord, and teach me your ordinances.",0.7351,accept offerings praise lord teach ordinances,4,Victory and Power
119,109,"I hold my life in my hand continually, but I do not forget your law.",0.4765,hold life hand continually forget law,3,Judgment & Righteousness
119,110,"The wicked have laid a snare for me, but I do not stray from your precepts.",-0.296,wicked laid snare stray precepts,3,Judgment & Righteousness
119,111,Your decrees are my heritage forever; they are the joy of my heart.,0.8402,decrees heritage forever joy heart,0,Hopefulness
119,112,"I incline my heart to perform your statutes forever, to the end.",0.6369,incline heart perform statutes forever end,0,Hopefulness
119,113,"I hate the double-minded, but I love your law.",0.6652,hate love law,3,Judgment & Righteousness
119,114,You are my hiding place and my shield; I hope in your word.,0.1779,hiding place shield hope word,1,Poetic Metaphors
119,115,"Go away from me, you evildoers, that I may keep the commandments of my God.",-0.3182,go away evildoers may keep commandments god,3,Judgment & Righteousness
119,116,"Uphold me according to your promise, that I may live, and let me not be put to shame in my hope.",0.2732,uphold according promise may live let put shame hope,0,Hopefulness
119,117,"Hold me up, that I may be safe and have regard for your statutes continually.",0.4404,hold may safe regard statutes continually,3,Judgment & Righteousness
119,118,You spurn all who go astray from your statutes; for their cunning is in vain.,-0.4215,spurn go astray statutes cunning vain,3,Judgment & Righteousness
119,119,All the wicked of the earth you count as dross; therefore I love your decrees.,0.2023,wicked earth count dross therefore love decrees,3,Judgment & Righteousness
119,120,"My flesh trembles for fear of you, and I am afraid of your judgments.",-0.5106,flesh trembles fear afraid judgments,3,Judgment & Righteousness
119,121,I have done what is just and right; do not leave me to my oppressors.,0.0382,done right leave oppressors,3,Judgment & Righteousness
119,122,Guarantee your servant’s well-being; do not let the godless oppress me.,0.25,guarantee servant let godless oppress,4,Victory and Power
119,123,"My eyes fail from watching for your salvation, and for the fulfillment of your righteous promise.",-0.296,eyes fail watching salvation fulfillment righteous promise,0,Hopefulness
119,124,"Deal with your servant according to your steadfast love, and teach me your statutes.",0.7351,deal servant according steadfast love teach statutes,0,Hopefulness
119,125,"I am your servant; give me understanding, so that I may know your decrees.",0.0,servant give understanding may know decrees,3,Judgment & Righteousness
119,126,"It is time for the Lord to act, for your law has been broken.",-0.4767,time lord act law broken,3,Judgment & Righteousness
119,127,"Truly I love your commandments more than gold, more than fine gold.",0.8473,truly love commandments gold fine gold,0,Hopefulness
119,128,Truly I direct my steps by all your precepts; I hate every false way.,-0.2023,truly direct steps precepts hate every false way,3,Judgment & Righteousness
119,129,Your decrees are wonderful; therefore my soul keeps them.,0.5719,decrees wonderful therefore soul keeps,0,Hopefulness
119,130,The unfolding of your words gives light; it imparts understanding to the simple.,0.0,unfolding words gives light imparts understanding simple,1,Poetic Metaphors
119,131,"With open mouth I pant, because I long for your commandments.",0.0,open mouth pant long commandments,3,Judgment & Righteousness
119,132,"Turn to me and be gracious to me, as is your custom toward those who love your name.",0.8316,turn gracious custom toward love name,0,Hopefulness
119,133,"Keep my steps steady according to your promise, and never let iniquity have dominion over me.",0.3182,keep steps steady according promise never let iniquity dominion,0,Hopefulness
119,134,"Redeem me from human oppression, that I may keep your precepts.",0.0,redeem human oppression may keep precepts,3,Judgment & Righteousness
119,135,"Make your face shine upon your servant, and teach me your statutes.",0.0,make face shine upon servant teach statutes,3,Judgment & Righteousness
119,136,My eyes shed streams of tears because your law is not kept.,-0.2263,eyes shed streams tears law kept,3,Judgment & Righteousness
119,137,"You are righteous, O Lord, and your judgments are right.",0.0,righteous lord judgments right,4,Victory and Power
119,138,You have appointed your decrees in righteousness and in all faithfulness.,0.4404,appointed decrees righteousness faithfulness,3,Judgment & Righteousness
119,139,My zeal consumes me because my foes forget your words.,-0.5994,zeal consumes foes forget words,3,Judgment & Righteousness
119,140,"Your promise is well tried, and your servant loves it.",0.7964,promise well tried servant loves,0,Hopefulness
119,141,"I am small and despised, yet I do not forget your precepts.",-0.2579,small despised yet forget precepts,3,Judgment & Righteousness
119,142,"Your righteousness is an everlasting righteousness, and your law is the truth.",0.3182,righteousness everlasting righteousness law truth,0,Hopefulness
119,143,"Trouble and anguish have come upon me, but your commandments are my delight.",0.4678,trouble anguish come upon commandments delight,3,Judgment & Righteousness
119,144,Your decrees are righteous forever; give me understanding that I may live.,0.0,decrees righteous forever give understanding may live,0,Hopefulness
119,145,"With my whole heart I cry; answer me, O Lord. I will keep your statutes.",0.2732,whole heart cry answer lord keep statutes,0,Hopefulness
119,146,"I cry to you; save me, that I may observe your decrees.",0.0258,cry save may observe decrees,3,Judgment & Righteousness
119,147,I rise before dawn and cry for help; I put my hope in your words.,0.3612,rise dawn cry help put hope words,0,Hopefulness
119,148,"My eyes are awake before each watch of the night, that I may meditate on your promise.",0.3182,eyes awake watch night may meditate promise,0,Hopefulness
119,149,"In your steadfast love hear my voice; O Lord, in your justice preserve my life.",0.8625,steadfast love hear voice lord justice preserve life,0,Hopefulness
119,150,Those who persecute me with evil purpose draw near; they are far from your law.,-0.8176,persecute evil purpose draw near far law,3,Judgment & Righteousness
119,151,"Yet you are near, O Lord, and all your commandments are true.",0.4215,yet near lord commandments true,4,Victory and Power
119,152,Long ago I learned from your decrees that you have established them forever.,0.0,long ago learned decrees established forever,3,Judgment & Righteousness
119,153,"Look on my misery and rescue me, for I do not forget your law.",0.0685,look misery rescue forget law,3,Judgment & Righteousness
119,154,Plead my cause and redeem me; give me life according to your promise.,0.3182,plead cause redeem give life according promise,0,Hopefulness
119,155,"Salvation is far from the wicked, for they do not seek your statutes.",-0.5267,salvation far wicked seek statutes,3,Judgment & Righteousness
119,156,"Great is your mercy, O Lord; give me life according to your justice.",0.875,great mercy lord give life according justice,4,Victory and Power
119,157,"Many are my persecutors and my adversaries, yet I do not swerve from your decrees.",-0.25,many persecutors adversaries yet swerve decrees,3,Judgment & Righteousness
119,158,"I look at the faithless with disgust, because they do not keep your commands.",-0.7096,look faithless disgust keep commands,3,Judgment & Righteousness
119,159,Consider how I love your precepts; preserve my life according to your steadfast love.,0.886,consider love precepts preserve life according steadfast love,0,Hopefulness
119,160,The sum of your word is truth; and every one of your righteous ordinances endures forever.,0.3182,sum word truth every one righteous ordinances endures forever,3,Judgment & Righteousness
119,161,"Princes persecute me without cause, but my heart stands in awe of your words.",0.6956,princes persecute without cause heart stands awe words,3,Judgment & Righteousness
119,162,I rejoice at your word like one who finds great spoil.,0.8591,rejoice word like one finds great spoil,3,Judgment & Righteousness
119,163,"I hate and abhor falsehood, but I love your law.",0.5346,hate abhor falsehood love law,3,Judgment & Righteousness
119,164,Seven times a day I praise you for your righteous ordinances.,0.5574,seven times day praise righteous ordinances,4,Victory and Power
119,165,Great peace have those who love your law; nothing can make them stumble.,0.9153,great peace love law nothing make stumble,0,Hopefulness
119,166,"I hope for your salvation, O Lord, and I fulfill your commandments.",0.7003,hope salvation lord fulfill commandments,0,Hopefulness
119,167,My soul keeps your decrees; I love them exceedingly.,0.6369,soul keeps decrees love exceedingly,0,Hopefulness
119,168,"I keep your precepts and decrees, for all my ways are before you.",0.0,keep precepts decrees ways,3,Judgment & Righteousness
119,169,"Let my cry come before you, O Lord; give me understanding according to your word.",-0.4767,let cry come lord give understanding according word,4,Victory and Power
119,170,Let my supplication come before you; deliver me according to your promise.,0.3182,let supplication come deliver according promise,0,Hopefulness
119,171,"My lips will pour forth praise, because you teach me your statutes.",0.5574,lips pour forth praise teach statutes,3,Judgment & Righteousness
119,172,"My tongue will sing of your promise, for all your commandments are right.",0.3182,tongue sing promise commandments right,0,Hopefulness
119,173,"Let your hand be ready to help me, for I have chosen your precepts.",0.8126,let hand ready help chosen precepts,3,Judgment & Righteousness
119,174,"I long for your salvation, O Lord, and your law is my delight.",0.5994,long salvation lord law delight,0,Hopefulness
119,175,"Let me live that I may praise you, and let your ordinances help me.",0.743,let live may praise let ordinances help,3,Judgment & Righteousness
119,176,"I have gone astray like a lost sheep; seek out your servant, for I do not forget your commandments.",0.2182,gone astray like lost sheep seek servant forget commandments,3,Judgment & Righteousness
120,1,"In my distress I cry to the Lord, that he may answer me:",-0.7579,distress cry lord may answer,4,Victory and Power
120,2,"“Deliver me, O Lord, from lying lips, from a deceitful tongue.”",-0.743,deliver lord lying lips deceitful tongue,4,Victory and Power
120,3,"What shall be given to you? And what more shall be done to you, you deceitful tongue?",-0.504,shall given shall done deceitful tongue,3,Judgment & Righteousness
120,4,"A warrior’s sharp arrows, with glowing coals of the broom tree!",0.0,warrior sharp arrows glowing coals broom tree,1,Poetic Metaphors
120,5,"Woe is me, that I am an alien in Meshech, that I must live among the tents of Kedar.",-0.4215,woe alien meshech must live among tents kedar,1,Poetic Metaphors
120,6,Too long have I had my dwelling among those who hate peace.,-0.0258,long dwelling among hate peace,3,Judgment & Righteousness
120,7,"I am for peace; but when I speak, they are for war.",-0.6249,peace speak war,3,Judgment & Righteousness
121,1,I lift up my eyes to the hills— from where will my help come?,0.4019,lift eyes help come,1,Poetic Metaphors
